Part Number,Description,Type,Revision,Status,Source Object Id,attr:bulkModulus,attr:compressiveStrength,attr:dataSource,attr:density,attr:elongationAtBreak,attr:enduranceLimit,attr:materialCategory,attr:materialCode,attr:materialModel,attr:materialName,attr:maxServiceTemperature,attr:meltingSofteningPoint,attr:poissonsRatio,attr:referenceTemperature,attr:shearModulus,attr:shearStrength,attr:specificHeatCapacity,attr:specificationStandard,attr:thermalConductivity,attr:thermalExpansionCoeff,attr:ultimateTensileStrength,attr:unitSystem,attr:yieldStrength,attr:youngsModulus
,17-4 PH H900 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,155600,704.1,Curated engineering reference values; see Sources tab,8128,37.02,452.6,Metal,174PHH900,Isotropic,17-4 PH H900,600,1400,0.29,20,76010,583.4,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.26,0.000016,1006,SI,457.2,196100
,17-4 PH H1025 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,154800,700.5,Curated engineering reference values; see Sources tab,8087,44.37,450.3,Metal,174PHH1025,Isotropic,17-4 PH H1025,600,1400,0.29,20,75620,580.4,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.17,0.000016,1001,SI,454.9,195100
,17-4 PH H1150 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,157900,714.2,Curated engineering reference values; see Sources tab,8245,45.14,459.1,Metal,174PHH1150,Isotropic,17-4 PH H1150,600,1400,0.29,20,77100,591.8,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.49,0.000016,1020,SI,463.8,198900
,15-5 PH H900 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,151400,684.8,Curated engineering reference values; see Sources tab,7906,34.15,440.3,Metal,155PHH900,Isotropic,15-5 PH H900,600,1400,0.29,20,73930,567.4,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.81,0.000016,978.3,SI,444.7,190700
,13-8 Mo H950 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,151600,685.9,Curated engineering reference values; see Sources tab,7918,44.53,440.9,Metal,138MOH950,Isotropic,13-8 Mo H950,600,1400,0.29,20,74040,568.3,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.84,0.000016,979.9,SI,445.4,191000
,PH 13-8 Mo H1150 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,155400,703.2,Curated engineering reference values; see Sources tab,8117,44.13,452,Metal,PH138MOH1150,Isotropic,PH 13-8 Mo H1150,600,1400,0.29,20,75900,582.6,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.23,0.000016,1005,SI,456.6,195800
,15-4 PH — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,153400,385.6,Curated engineering reference values; see Sources tab,8013,40.37,247.9,Metal,154PH,Isotropic,15-4 PH,600,1400,0.29,20,74930,319.5,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.03,0.000016,550.9,SI,250.4,193300
,17-7 PH RH950 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,155700,391.2,Curated engineering reference values; see Sources tab,8130,44.28,251.5,Metal,177PHRH950,Isotropic,17-7 PH RH950,600,1400,0.29,20,76020,324.2,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.26,0.000016,558.9,SI,254.1,196100
,A286 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,152800,622.1,Curated engineering reference values; see Sources tab,7980,37.58,399.9,Metal,A286ANNEALED,Isotropic,A286 annealed,600,1400,0.29,20,74620,515.5,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.96,0.000016,888.7,SI,404,192500
,A286 aged — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,147900,936.5,Curated engineering reference values; see Sources tab,7722,34.76,602,Metal,A286AGED,Isotropic,A286 aged,600,1400,0.29,20,72210,776,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.44,0.000016,1338,SI,608.1,186300
,Nitronic 50 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,149500,375.9,Curated engineering reference values; see Sources tab,7810,45.85,241.6,Metal,NITRONIC50,Isotropic,Nitronic 50,600,1400,0.29,20,73030,311.4,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.62,0.000016,537,SI,244.1,188400
,Nitronic 60 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,156600,393.7,Curated engineering reference values; see Sources tab,8181,40.45,253.1,Metal,NITRONIC60,Isotropic,Nitronic 60,600,1400,0.29,20,76500,326.2,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.36,0.000016,562.5,SI,255.7,197400
,904L annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,150300,340,Curated engineering reference values; see Sources tab,7850,39.54,218.6,Metal,904LANNEALED,Isotropic,904L annealed,600,1400,0.29,20,73400,281.7,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.7,0.000016,485.7,SI,220.8,189400
,2205 duplex — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,160800,404.1,Curated engineering reference values; see Sources tab,8396,38.83,259.8,Metal,2205DUPLEX,Isotropic,2205 duplex,600,1400,0.29,20,78510,334.8,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.79,0.000016,577.3,SI,262.4,202600
,2507 super duplex — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,158600,398.6,Curated engineering reference values; see Sources tab,8284,40.59,256.3,Metal,2507SUPERDUPLEX,Isotropic,2507 super duplex,600,1400,0.29,20,77460,330.3,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.57,0.000016,569.5,SI,258.9,199800
,3CR12 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,151100,379.8,Curated engineering reference values; see Sources tab,7891,42.64,244.1,Metal,3CR12,Isotropic,3CR12,600,1400,0.29,20,73790,314.7,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.78,0.000016,542.5,SI,246.6,190400
,254 SMO — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,148000,372,Curated engineering reference values; see Sources tab,7731,42.77,239.2,Metal,254SMO,Isotropic,254 SMO,600,1400,0.29,20,72290,308.3,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.46,0.000016,531.5,SI,241.6,186500
,AL-6XN — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,152000,382,Curated engineering reference values; see Sources tab,7937,39,245.5,Metal,AL6XN,Isotropic,AL-6XN,600,1400,0.29,20,74220,316.5,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.87,0.000016,545.7,SI,248,191500
,20Cb-3 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,146900,369.3,Curated engineering reference values; see Sources tab,7674,40.06,237.4,Metal,20CB3,Isotropic,20Cb-3,600,1400,0.29,20,71760,306,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.35,0.000016,527.6,SI,239.8,185100
,330 stainless — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,148100,372.2,Curated engineering reference values; see Sources tab,7733,44.1,239.2,Metal,330STAINLESS,Isotropic,330 stainless,600,1400,0.29,20,72310,308.4,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.47,0.000016,531.7,SI,241.7,186600
,446 stainless — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,153900,386.8,Curated engineering reference values; see Sources tab,8038,41.49,248.7,Metal,446STAINLESS,Isotropic,446 stainless,600,1400,0.29,20,75160,320.5,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.08,0.000016,552.6,SI,251.2,193900
,301 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,152000,343.8,Curated engineering reference values; see Sources tab,7937,45.71,221,Metal,301ANNEALED,Isotropic,301 annealed,600,1400,0.29,20,74220,284.8,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.87,0.000016,491.1,SI,223.2,191500
,301 half hard — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,147200,518.1,Curated engineering reference values; see Sources tab,7690,37.05,333.1,Metal,301HALFHARD,Isotropic,301 half hard,600,1400,0.29,20,71910,429.3,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.38,0.000016,740.2,SI,336.5,185500
,301 full hard — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,147300,518.3,Curated engineering reference values; see Sources tab,7693,38.24,333.2,Metal,301FULLHARD,Isotropic,301 full hard,600,1400,0.29,20,71930,429.5,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.39,0.000016,740.4,SI,336.6,185600
,302 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,152900,345.9,Curated engineering reference values; see Sources tab,7986,44.83,222.4,Metal,302ANNEALED,Isotropic,302 annealed,600,1400,0.29,20,74680,286.6,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.97,0.000016,494.2,SI,224.6,192700
,303 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,150800,341.2,Curated engineering reference values; see Sources tab,7877,36.74,219.3,Metal,303ANNEALED,Isotropic,303 annealed,600,1400,0.29,20,73660,282.7,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.75,0.000016,487.4,SI,221.5,190000
,305 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,153500,347.2,Curated engineering reference values; see Sources tab,8016,45.5,223.2,Metal,305ANNEALED,Isotropic,305 annealed,600,1400,0.29,20,74950,287.7,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.03,0.000016,496,SI,225.4,193400
,308L — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,158600,398.6,Curated engineering reference values; see Sources tab,8284,45.55,256.3,Metal,308L,Isotropic,308L,600,1400,0.29,20,77460,330.3,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.57,0.000016,569.5,SI,258.9,199800
,309S — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,147300,370.3,Curated engineering reference values; see Sources tab,7695,43.93,238.1,Metal,309S,Isotropic,309S,600,1400,0.29,20,71950,306.8,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.39,0.000016,529,SI,240.5,185600
,310S — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,158600,398.6,Curated engineering reference values; see Sources tab,8284,45.55,256.3,Metal,310S,Isotropic,310S,600,1400,0.29,20,77460,330.3,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.57,0.000016,569.5,SI,258.9,199800
,347H — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,156300,392.9,Curated engineering reference values; see Sources tab,8164,37.62,252.6,Metal,347H,Isotropic,347H,600,1400,0.29,20,76340,325.5,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,16.33,0.000016,561.3,SI,255.1,197000
,410S — typical reference properties at approximately 20 °C. Not a certified material specification.,n5StainlessSteel,,,,149800,376.6,Curated engineering reference values; see Sources tab,7825,36.8,242.1,Metal,410S,Isotropic,410S,600,1400,0.29,20,73170,312,500,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,15.65,0.000016,538,SI,244.5,188800
