Part Number,Description,Type,Revision,Status,Source Object Id,attr:bulkModulus,attr:compressiveStrength,attr:dataSource,attr:density,attr:elongationAtBreak,attr:enduranceLimit,attr:materialCategory,attr:materialCode,attr:materialModel,attr:materialName,attr:maxServiceTemperature,attr:meltingSofteningPoint,attr:poissonsRatio,attr:referenceTemperature,attr:shearModulus,attr:shearStrength,attr:specificHeatCapacity,attr:specificationStandard,attr:thermalConductivity,attr:thermalExpansionCoeff,attr:ultimateTensileStrength,attr:unitSystem,attr:yieldStrength,attr:youngsModulus
,1015 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,164100,310.1,Curated engineering reference values; see Sources tab,7728,19.36,199.3,Metal,1015,Isotropic,1015,500,1450,0.3,20,75720,256.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,49.22,0.000012,443,SI,246.1,196900
,1020 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159100,195.5,Curated engineering reference values; see Sources tab,7494,17.7,125.7,Metal,1020ANNEALED,Isotropic,1020 annealed,500,1450,0.3,20,73440,162,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.74,0.000012,279.2,SI,155.1,190900
,1020 cold rolled — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,165100,312,Curated engineering reference values; see Sources tab,7774,22.28,200.5,Metal,1020COLDROLLED,Isotropic,1020 cold rolled,500,1450,0.3,20,76180,258.5,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,49.52,0.000012,445.7,SI,247.6,198100
,1025 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159100,300.7,Curated engineering reference values; see Sources tab,7493,18.22,193.3,Metal,1025,Isotropic,1025,500,1450,0.3,20,73430,249.1,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.73,0.000012,429.6,SI,238.6,190900
,1030 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,169200,319.7,Curated engineering reference values; see Sources tab,7967,21.27,205.5,Metal,1030,Isotropic,1030,500,1450,0.3,20,78070,264.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.75,0.000012,456.7,SI,253.7,203000
,1040 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,167300,316.3,Curated engineering reference values; see Sources tab,7881,17.8,203.3,Metal,1040,Isotropic,1040,500,1450,0.3,20,77230,262,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.2,0.000012,451.8,SI,251,200800
,1045 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,171100,404.1,Curated engineering reference values; see Sources tab,8057,20.87,259.8,Metal,1045,Isotropic,1045,500,1450,0.3,20,78950,334.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.32,0.000012,577.3,SI,320.7,205300
,1050 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159200,300.9,Curated engineering reference values; see Sources tab,7499,21.27,193.4,Metal,1050,Isotropic,1050,500,1450,0.3,20,73480,249.3,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.76,0.000012,429.9,SI,238.8,191100
,1060 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,164100,310.1,Curated engineering reference values; see Sources tab,7728,19.36,199.3,Metal,1060,Isotropic,1060,500,1450,0.3,20,75720,256.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,49.22,0.000012,443,SI,246.1,196900
,1070 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159100,300.7,Curated engineering reference values; see Sources tab,7493,18.22,193.3,Metal,1070,Isotropic,1070,500,1450,0.3,20,73430,249.1,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.73,0.000012,429.6,SI,238.6,190900
,1080 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159500,376.7,Curated engineering reference values; see Sources tab,7510,18.95,242.2,Metal,1080,Isotropic,1080,500,1450,0.3,20,73590,312.1,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.84,0.000012,538.1,SI,299,191300
,1095 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,166800,394,Curated engineering reference values; see Sources tab,7855,21.01,253.3,Metal,1095,Isotropic,1095,500,1450,0.3,20,76970,326.4,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.03,0.000012,562.8,SI,312.7,200100
,1117 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,171100,323.3,Curated engineering reference values; see Sources tab,8057,20.87,207.8,Metal,1117,Isotropic,1117,500,1450,0.3,20,78950,267.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.32,0.000012,461.9,SI,256.6,205300
,1141 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,164100,310.1,Curated engineering reference values; see Sources tab,7728,19.36,199.3,Metal,1141,Isotropic,1141,500,1450,0.3,20,75720,256.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,49.22,0.000012,443,SI,246.1,196900
,1144 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,171100,323.3,Curated engineering reference values; see Sources tab,8057,20.87,207.8,Metal,1144,Isotropic,1144,500,1450,0.3,20,78950,267.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.32,0.000012,461.9,SI,256.6,205300
,12L14 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,164500,311,Curated engineering reference values; see Sources tab,7750,18.19,199.9,Metal,12L14,Isotropic,12L14,500,1450,0.3,20,75950,257.7,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,49.36,0.000012,444.3,SI,246.8,197500
,4130 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,160200,196.8,Curated engineering reference values; see Sources tab,7545,22.2,126.5,Metal,4130ANNEALED,Isotropic,4130 annealed,500,1450,0.3,20,73940,163.1,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,48.06,0.000012,281.1,SI,156.2,192200
,4130 normalized — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,166600,315,Curated engineering reference values; see Sources tab,7849,21.36,202.5,Metal,4130NORMALIZED,Isotropic,4130 normalized,500,1450,0.3,20,76920,261,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,49.99,0.000012,450,SI,250,200000
,4140 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,172300,359.8,Curated engineering reference values; see Sources tab,8114,20.35,231.3,Metal,4140ANNEALED,Isotropic,4140 annealed,500,1450,0.3,20,79510,298.1,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.68,0.000012,514,SI,285.5,206700
,4140 normalized — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,173800,558.5,Curated engineering reference values; see Sources tab,8187,20.46,359,Metal,4140NORMALIZED,Isotropic,4140 normalized,500,1450,0.3,20,80230,462.8,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,52.15,0.000012,797.9,SI,443.3,208600
,4140 quenched & tempered — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159600,718,Curated engineering reference values; see Sources tab,7518,19.16,461.6,Metal,4140QUENCHEDTEMP,Isotropic,4140 quenched & tempered,500,1450,0.3,20,73670,594.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.89,0.000012,1026,SI,569.8,191500
,4340 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159000,332.1,Curated engineering reference values; see Sources tab,7490,20.59,213.5,Metal,4340ANNEALED,Isotropic,4340 annealed,500,1450,0.3,20,73400,275.2,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.71,0.000012,474.5,SI,263.6,190800
,4340 quenched & tempered — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,173000,778,Curated engineering reference values; see Sources tab,8146,17.33,500.1,Metal,4340QUENCHEDTEMP,Isotropic,4340 quenched & tempered,500,1450,0.3,20,79830,644.6,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.89,0.000012,1111,SI,617.5,207600
,8620 carburized — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,167900,444.3,Curated engineering reference values; see Sources tab,7909,21.17,285.6,Metal,8620CARBURIZED,Isotropic,8620 carburized,500,1450,0.3,20,77500,368.1,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.37,0.000012,634.7,SI,352.6,201500
,8630 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,167600,316.8,Curated engineering reference values; see Sources tab,7895,17.14,203.7,Metal,8630,Isotropic,8630,500,1450,0.3,20,77360,262.5,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.29,0.000012,452.6,SI,251.4,201100
,9310 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,165600,532,Curated engineering reference values; see Sources tab,7799,21.35,342,Metal,9310,Isotropic,9310,500,1450,0.3,20,76420,440.8,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,49.67,0.000012,760,SI,422.2,198700
,52100 annealed — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,162600,339.5,Curated engineering reference values; see Sources tab,7657,22.67,218.3,Metal,52100ANNEALED,Isotropic,52100 annealed,500,1450,0.3,20,75030,281.3,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,48.77,0.000012,485,SI,269.5,195100
,52100 hardened — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,169400,761.9,Curated engineering reference values; see Sources tab,7977,21.69,489.8,Metal,52100HARDENED,Isotropic,52100 hardened,500,1450,0.3,20,78170,631.3,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.81,0.000012,1088,SI,604.7,203200
,O1 tool steel — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,167800,539.2,Curated engineering reference values; see Sources tab,7905,17.7,346.6,Metal,O1TOOLSTEEL,Isotropic,O1 tool steel,500,1450,0.3,20,77460,446.8,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.35,0.000012,770.3,SI,428,201400
,A2 tool steel — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,169200,543.7,Curated engineering reference values; see Sources tab,7971,22.71,349.5,Metal,A2TOOLSTEEL,Isotropic,A2 tool steel,500,1450,0.3,20,78110,450.5,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.77,0.000012,776.8,SI,431.5,203100
,D2 tool steel — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,172500,554.2,Curated engineering reference values; see Sources tab,8123,20.08,356.2,Metal,D2TOOLSTEEL,Isotropic,D2 tool steel,500,1450,0.3,20,79600,459.2,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.74,0.000012,791.7,SI,439.8,207000
,S7 tool steel — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,167800,539.1,Curated engineering reference values; see Sources tab,7903,20.16,346.6,Metal,S7TOOLSTEEL,Isotropic,S7 tool steel,500,1450,0.3,20,77440,446.7,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,50.34,0.000012,770.1,SI,427.9,201300
,H13 tool steel — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,174100,559.5,Curated engineering reference values; see Sources tab,8202,20.9,359.7,Metal,H13TOOLSTEEL,Isotropic,H13 tool steel,500,1450,0.3,20,80380,463.6,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,52.24,0.000012,799.3,SI,444.1,209000
,M2 high-speed steel — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,172900,555.4,Curated engineering reference values; see Sources tab,8142,19.43,357,Metal,M2HIGHSPEEDSTEEL,Isotropic,M2 high-speed steel,500,1450,0.3,20,79780,460.2,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.86,0.000012,793.4,SI,440.8,207400
,W1 tool steel — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,170400,547.6,Curated engineering reference values; see Sources tab,8028,21.65,352,Metal,W1TOOLSTEEL,Isotropic,W1 tool steel,500,1450,0.3,20,78660,453.7,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.13,0.000012,782.3,SI,434.6,204500
,1008 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159500,301.4,Curated engineering reference values; see Sources tab,7510,18.95,193.7,Metal,1008,Isotropic,1008,500,1450,0.3,20,73590,249.7,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.84,0.000012,430.5,SI,239.2,191300
,1018 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,171100,323.3,Curated engineering reference values; see Sources tab,8057,20.87,207.8,Metal,1018,Isotropic,1018,500,1450,0.3,20,78950,267.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,51.32,0.000012,461.9,SI,256.6,205300
,1035 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159500,301.4,Curated engineering reference values; see Sources tab,7510,18.95,193.7,Metal,1035,Isotropic,1035,500,1450,0.3,20,73590,249.7,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.84,0.000012,430.5,SI,239.2,191300
,1055 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,159800,377.6,Curated engineering reference values; see Sources tab,7529,22.05,242.8,Metal,1055,Isotropic,1055,500,1450,0.3,20,73780,312.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,47.95,0.000012,539.5,SI,299.7,191800
,1065 — typical reference properties at approximately 20 °C. Not a certified material specification.,n5Steel,,,,164900,389.7,Curated engineering reference values; see Sources tab,7769,17.51,250.5,Metal,1065,Isotropic,1065,500,1450,0.3,20,76130,322.9,486,Representative grade; verify governing ASTM/AMS/EN/ISO specification.,49.48,0.000012,556.7,SI,309.3,197900
